reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHjLDL_-jxgZjq0FK3mxVr-F1UmHYFHAG-E6In2NmZmsyR2I-Zy6JEEKqK7aY7G4cfwnhMyx22P-IAfbHw,Jessica Poland,https://play-lh.googleusercontent.com/-nvnzFe4Pv2E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-oYGKXc1rmVd28BaPOYXraF9hDA/photo.jpg,"Used to love this app but now i cant stand it. You cant order anything becaus eit lags so much. Favorites wont load, qty is never right when things do add. This is rdiculous",1,1,20.39,2020-10-09 07:12:57,,
gp:AOqpTOEWBspgPcFL2diZvZGC0wpJfCD8vgPfLrNnm6-oCGltadqphrJdedt0BkHkneWJVryO5r3D2irTv17fkb4,Anna Sandlin,https://lh3.googleusercontent.com/a-/AOh14GjviBHP6u9WADMI7A_IFX6soKOZd2CuwNYz2coN2A,I've been using this app for 2 years and it was great but now it's slow and when you are scrolling through your previously purchased items it refreshes randomly and makes you start over. What used to be quick and easy is now an exercise in futility! Makes me want to bang my head into a wall.,2,1,20.39,2020-10-09 07:11:28,,
gp:AOqpTOEvdmv6b2-_Ctk3NkMe3iqapS7urFn3yanwBvPPsHZ6FAvdkYGWjExfVcnEyWOnlbJisEIdPL2hOmCdOGk,Ashley Adkins,https://lh3.googleusercontent.com/a-/AOh14Gh1gcLOtk9QYVKmtSERv-xmsAO_2DMBNtNutKcJTiI,"App was fine before the update and now it takes me FOREVER to go through the whole process. Especially, finding all of my weekly purchases. Why take that part away? I do like the new substitution option to deny an item they picked, but I'd rather it not take me an hour to find all of my routine purchases.",2,4,20.39,2020-10-09 06:42:47,,
gp:AOqpTOH-USDscUgE9zpv_G1u1A_xchgrx5GAk8L7XAwN9e4fI-nre-wdo-wdWLzyQFX0AMvGa8uvo6Vjt_DOigw,Natalie Darling,https://play-lh.googleusercontent.com/-HBTr3cQ4t0Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckFOvGZH07QFzhQyveaShBlnvYcMQ/photo.jpg,"Update 8/30: The glitches with this app are getting worked out. One thing still is that there are products on the right side that can't be viewed unless clicking on them directly. But, in fairness, any problems with the app are quickly and happily addressed with a quick call to awesome customer service! 7/26 This app is still not fixed? C'mon Walmart, ""🎶 say something, I'm giving up on you...🎶"" The old grocery app worked perfectly. I tried switching to this app. but it's awful. Help!",4,15,20.36.1,2020-10-09 06:29:07,,
gp:AOqpTOF31Jh4n4oMqPbo3MLGgQC9nQezVSR1BP0n3WTKpn_N-pe5W3ts63ozvdwk7a2uzyHmsNxoh3-oHewMVNU,David Currey,https://lh3.googleusercontent.com/a-/AOh14GjOfqe4MdH333xD_pGwXtabgM2BDuyi6iEme0tNSg,Horrible recent changes. Absolutely unusable now.,1,1,20.39,2020-10-09 05:44:49,,
gp:AOqpTOEDx-JyMvwv8AtlFW-HUQ2kfse3Jxzc-iefVNvPnoCXK07EL8AYg47V_LTkcluf0blbPn7sMD_FboQUAbY,Nicole Skinner,https://lh3.googleusercontent.com/a-/AOh14Ghinxj58060JTF4-ObgkyxhqJgm5YVl49WpzPgOaDQ,Love that you can literally do anything with this app Scan a barcode at the store if you don't see a price return things save your receipts throw out the paper never have to worry about where your receipt is because it's right on your phone see what you buy see how much you spend put stuff in your car order it ahead of time have it delivered to your vehicle do I have to keep going this is the best app ever oh and even pay with it And there's no ads!,5,4,20.39,2020-10-09 05:30:12,,
gp:AOqpTOFjRWQri9ABn2rMOrebG2D7BKR6vCiyikLRcfRZNyqYUW31qf3X1VDB4zhYoi0HCFwnLYwFNds3OM64mRE,Rob & Lin Davis,https://lh3.googleusercontent.com/-QiaLLbGam7M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmhentLB5GnVYc-zVAqQz8pVKK-KA/photo.jpg,Get rid of ads. Slows down experience,1,1,20.31,2020-10-09 04:45:56,,
gp:AOqpTOHsbHUjCfPgEaRrMTCJIRlXXndHBWzGaUt5dW26eDT0KytpIkCXzr6Rw_WDjOyImGP6HI57bDUaPvRhpp0,Amber Olivero,https://play-lh.googleusercontent.com/-gmXKZj4roio/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnkJAhUTNQJFgSqgmK-_CRlgxa4AQ/photo.jpg,"Adding things to the cart was fine, but I have now tried to check out over 10 times. It's not letting me and keeps having an error. It either tells me stuff is unavailable for purchase (after the 5th time it removes multiple items, I know it's BS. 1/3 of my cart is gone). Other times it just won't process at all. It's useless at this point. I'm trying to place an order because my husband always messes up the list. How am I supposed to get my stuff now?",1,1,,2020-10-09 03:55:28,,
gp:AOqpTOFRw314yWYfgcpyJZ70i7Pdnh-1SmGLgR9Is4at-SFgrDT6-EAa-o3m26YUAtEVupZ2vtexXWImfkTKcYM,Timothy Simpson,https://play-lh.googleusercontent.com/-_1JnKeEI7bM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnrKypjGJ8Mc1hjGQptJOcIw2QfQQ/photo.jpg,"The app itself is okay. However, I am disabled, and can't work or go shopping. So I have to order online with my EBT card and find someone else pick up the food for me. The problem is that Walmart gives their expired food to customers that order online. Food that is normally thrown out because it expired the day before it was picked, or the day the food is picked for the order. They are giving their expired food to disabled people! And we still have to pay full price for it.",1,1,20.39,2020-10-09 03:34:20,,
gp:AOqpTOEAZcdkw3gv_HZgvobogt76zaqUQDNLToWne7ifUoaXZapufVNdyLtx6Rbhndk7c8EFDrbDi4SFMqn_okc,Heartofsilver,https://lh3.googleusercontent.com/a-/AOh14GgRf4XU-XNURuI_glPsVQWFwqXQrzOapIElp37Jhw,"Do not download this app, their delivery service is a sham! I ordered from their app twice and they sent my order to the wrong city both times. I called customer service and they gave me terrible service with no refund on returns. Never again!",1,1,,2020-10-09 03:10:09,,
gp:AOqpTOEbTmwCoaiGH1VJYwizWUn0zdA6j0OsCULgQ1WEcu1qhu7YF6RA3Lz-i6UIjqO7Ba4zeVK8JkKo-GRdLhc,Jill Myers,https://lh3.googleusercontent.com/a-/AOh14GjYKmJBOgjWXXSehcZ1qoygUWJ5WKZXYTVw6Kk2zQ,"Since the recent update, I've found the app to be very difficult to use. It lags so much that my reserved time expires. Now it won't respond. I have tried reinstalling the app after trying to place my order 4 different times. Still no luck. You need to roll out a fix or lose customers to other stores offering the same service.",1,1,20.39,2020-10-09 03:04:22,,
gp:AOqpTOFvkwzmfYbc4e_qOb7pVpsolgm1-hOj7S_mUcZrD_5WKmw7OAiaCPDFVQMKc3ZOFMaod9dtSdlSm1RuZzg,Robin Swindle,https://play-lh.googleusercontent.com/-Z8BjVOxgAGE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnDsLMDRWO7af-ZYacCmZHZCnNR5A/photo.jpg,I cant check out!! I paid 100 bucks for the unlimited delivery because it always was great..and the first time I try after it freezes and says we are having problems..having problems for an entire day?? Fix this!!,1,1,20.38,2020-10-09 02:07:46,,
gp:AOqpTOETBH-gwHUTqDE3Akkd5_0YhC7RRD94otxXvMMwOgzE_Q9duvLLGy6XtQLHHL8n_M9rmZu_TPkwVrxVoHE,Erin Lance-Partain,https://lh3.googleusercontent.com/a-/AOh14GgiIC0yiSMcLx9e2HetTV8rt2TwiUasp7Am81as1w,The whole app is ridicous. If your not buying a special sale item searching for what you actually want is frustrating and time consuming.,1,1,,2020-10-09 01:30:04,,
gp:AOqpTOHdscJAtlZ-K8_oDXu50KZPhI2gi0FGn5UE4lUz2oApKISjArquqGOCUdRuuTzyyvbiSd6i6Erb7gwfr88,Mickey Peal,https://play-lh.googleusercontent.com/-KE2NUR_Zqk8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmT3LVuuMeGlHTLXLxx9rU4BH81ZQ/photo.jpg,Great app didn't have to search for price,5,0,3.2.3,2020-10-09 01:24:16,,
gp:AOqpTOFp26MXQm7b1TvCZW7Fujovf-dBTSa-HqbEPAl-XzzN9DuoASBvTSDUGZphlgzRZQHFEan2v6y1hiz95BQ,Terminandrew,https://lh3.googleusercontent.com/a-/AOh14Ggz_xZYHIjvF_DtSBajgYWPkedUz6gGEs7astvOBg,I applied they told me I had the job had to travel an hour one way for a piss test I passed because I don't do drugs and they decided not to hire me,1,0,20.15.1,2020-10-09 01:18:38,,
gp:AOqpTOFg_qY6H6zuSh79cIlRiwFzgadR-YYP9t6sgNdzJJ5rE2AiEhT3egj7a7tyr1ZWcVsrP-HhUb_db0mkZfA,Molly Boone,https://play-lh.googleusercontent.com/-KctR6Z7XsT0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpYXSLNnIOq6Qr5EDZv11lubcKpw/photo.jpg,"What happened? This used to be the easiest app to use. I would open my favorites, scroll down selecting items as I went. Now I can barely get the fa sprites to open and don't even consider selecting an items. I can't even get the cart to open. Way to screw up a good thing.",1,1,20.39,2020-10-09 01:00:30,,
gp:AOqpTOFBAMDp8N-rUn74v1oykcD7ZGpZ8Sv57wtr7Ub0uMAmsT_T4UZCz3X9IA0XoRGxNlV-o-tf0jZjU9guJiY,lisa bohl,https://lh3.googleusercontent.com/a-/AOh14GhpG2smvvJI67tRnjwZRzpO01FRhJaRHsGkgcPHcA,It freezes and it hard to change the stuff in your cart,1,1,20.28,2020-10-08 23:46:07,,
gp:AOqpTOGSGTuWoQfQ-tOzpQRmgnhGdA5WHeqPew4mjh9v2EyFZj7z1VaFUUhErg7kGTQMQuykxXgJWipRIWjMJ3Q,karen vanderbush,https://play-lh.googleusercontent.com/-668BYYabIHM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmOkFcmwBcDDn_4hse0Qp1TGtch8A/photo.jpg,The new is junk!,1,0,,2020-10-08 23:24:41,,
gp:AOqpTOEEI1NnvEnok2we8S_Ze159bsFwYuxsRm6gUrkZc-45u4iH9wCNSiDf-19cmN6H_JMH4RMiQ4N-ed9kWtQ,Brittany marie,https://play-lh.googleusercontent.com/-4pnd_iRuqqA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnWGLRHh5065vGbATyywQSqtc2idg/photo.jpg,App is horrible. Lags really bad. Never processes my order the first time. I have to go thru check out process at least 5 times before it allows me to check out.,1,1,20.39,2020-10-08 23:10:31,,
gp:AOqpTOHcGC5d6wFnDdyzcGYpbS3HXs6Ol9lQjFMHQVyQ6cWiXGJxrBFG0oSpJz1UfuEqqG-XF4VNW_vX66qjtpY,Angilina Farnetti,https://lh3.googleusercontent.com/a-/AOh14GhkS9IDv65PSVZFSzPsytNQ9-l5c5mW0PBUYOBn,I use walmart for pretty much everything. It's nice to get everything in one stop. Thanks walmart! Your the best!! Angilina Farnetti,5,0,,2020-10-08 21:33:29,,
gp:AOqpTOEru3Yv4XuQ37Cpsouc4rbeORa8MomZMfSWd9TKJQui4QQ3wFaMyKfx9yWMMMl8yX0XoImZj9nTvhFj154,Lisa Taylor,https://lh3.googleusercontent.com/a-/AOh14GgKiiN9C5jWVvm9CHkowK4EmsAvyccv5TOCgmLzTQ,This app is too complicated can't find what I need and I wish I could check what I have ready at pharmacy I get the text messages but I would like to check because I sometimes forget about the things I have ready,2,1,20.39,2020-10-08 21:27:53,,
gp:AOqpTOFSQi0Vz25V6qujmJrI0eQfmQeHevVCuc0QAivjthTrM-z34qsW1TbtbH8Y2fikUNbnTFGbzqNjqc1ic-I,Becky Casillas,https://lh3.googleusercontent.com/a-/AOh14Giuo7iHBlkzIS2-zy_vyqE9kC8IK-nVrVqPqxj8T4o,"Lol I've this app. There is a better inventory online, than in store, and delivery is pretty quick.",5,1,20.39,2020-10-08 20:29:19,,
gp:AOqpTOG1zRYkH3I3qsWS1vmeG4zMDFAT_qI7stWSBnjPryEE2MerpoNJRrReFKc662PjtRBG62F8f9Ox2tgGy1M,Rhonda Bunce,https://lh3.googleusercontent.com/a-/AOh14Gg7k-44EBdebOtntAJeBlCmec1cQUFQsWqgVQZeCw,I love shopping online.. n make list of things i need .. with price . So i know how much im spending before i go there.. Bargain shopping is it,5,0,18.7.2,2020-10-08 20:25:39,,
gp:AOqpTOGbRnm-i1SpgrDyxh0HWCmv32ExPMgHdm2QGzGsOjYgwbzmPTpYMnT1TqAHBWaMy6g5Ufkjs_36xdu4aOg,Team Aguilar,https://lh3.googleusercontent.com/a-/AOh14GgJ52S-mCR7qAILTwOz1zyhQi66KqEaddD9MVaK7HQ,"App developer can't make a simple app to work with out any glitches !! Amazon has no glitches, ebay has no glitches , Costco has no glitches, but walmart can't afford good developers? A 5th grader kid can code a better app !!! Waste of time !",1,1,20.39,2020-10-08 20:07:26,,
gp:AOqpTOGVcwq9_x5pCBc9MJt_PvhteT3dDeqD3G9goPXZpwIarXBcDxPsiWq9usT4iDvKmddVm48SvmsWQUS8JtM,Shannon G,https://play-lh.googleusercontent.com/-K3QkpTJ49t4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucluQLyNm3tigzoDsnLi2nIP9cgRXA/photo.jpg,"I use this app all the time and the latest update from 'Favorites' to 'My Items' has ruined it. Painfully slow, freezes constantly, and good luck actually adding an item to your cart. Something similar happened a few months ago with a different change to 'Favorites', but thankfully that update was quickly removed. Why the developers keep trying to change 'Favorites' is beyond me, but they need to stop.",1,1,,2020-10-08 19:58:20,,
gp:AOqpTOHRSR5XOxgyQlCLRhkdORP3f3VhMJbXuWf17xm5KNIbDDgXsPna6doRswuOkib1WOZyZ-R4MrydJvgsfi0,Bren & Mel Spikes,https://play-lh.googleusercontent.com/-KMK2F34nZXE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckrcz4jaImFXo6Dqc3AuDEK0UWvFg/photo.jpg,This new version is horrible! Slow & wont work right. Lost most of my favorites.,1,1,20.39,2020-10-08 19:52:06,,
gp:AOqpTOG03PctId2N1NdFm7Ra9hqeUvUeJXIhzOKJjEobDvTCUXCWBktdDmZSf96z-1N4StI-DHgyucUuk8sCuXw,Rudy montanez,https://lh3.googleusercontent.com/a-/AOh14GiznTPscWN29gA-uAcp8sdljXpWEgSeNfZwKuo4HQ,Great yes,5,0,19.33,2020-10-08 19:44:56,,
gp:AOqpTOFdGsHHygHAc5xVNfX0ITKuEC3LbLIdcHASNzP5FWulHn2KYNi-WrxCz_pu_Xx5TbG_ZelabLUhVxLujQ0,noel yanez,https://lh3.googleusercontent.com/a-/AOh14GgehBo7kkWw7NSIE4x4QVFSHHVeCNargOceRSvs,Good 👍,5,0,20.38,2020-10-08 19:32:15,,
gp:AOqpTOH-WSSadgIXjGc6hccH0amWetw5j7m_ziQDGATUnNGWguFnV-DJldP7y8oCWIOfoyARWNbkZfxKEYeWfps,Susan W,https://play-lh.googleusercontent.com/-fkR95drWTP4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck74wnpRMllAuPpj14P_V-ma8K8IA/photo.jpg,App has gotten so slow. I can't get my favorites to load it just keeps crashing. Last week it took a hour to check out. App use to be quick & easy. Please fix!!,1,2,20.39,2020-10-08 19:06:44,,
gp:AOqpTOHqSUdWhQTcXi-Gtt_6SW9n3s0GPGon4OT481SGl24sD68X9GowjpYouFyKc0fYqAZOeXqMNzg376vG46k,Cheyenne Davis,https://play-lh.googleusercontent.com/-8urZUorG6R8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1-oCT3Jc3tLG0D_BV9EKWofI8ag/photo.jpg,Love this app!!,5,0,20.34.1,2020-10-08 18:57:40,,
gp:AOqpTOGXhECKX0p87kmM_AW95ibveu33VBj9yRGWjmDvZAGW9yi3M43Kog8PH7TjTGPUi3gXBtSfDFxsEsp_YyA,Erin Mays,https://play-lh.googleusercontent.com/-NQGQ4EDRriU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclCO3qTHbgyCqheFhTyMr4WifSw1A/photo.jpg,Use to work great. Now nothing works,1,1,20.39,2020-10-08 18:56:22,,
gp:AOqpTOED5rrXgUeHagc4A6io1C0rQFAdQjK2zMmWhD-XKsgNw0M5HLkiUQ2PnvZaYKCqjeBSP8DIUSvAhpOrOko,Joe Howe,https://play-lh.googleusercontent.com/-bL0kG1EIHHE/AAAAAAAAAAI/AAAAAAAAARs/AMZuucnzaiISPHZBu6LJI5_RRELE77dRRQ/photo.jpg,"This new update on the mobile app is beyond horrible. I have to do all ordering on the laptop, and by the time I get on it, the spots are either gone, or its to late for the next day. PLEASE FIX THIS, OR GO BACK TO THE PREVIOUS VERSION. ( just reinstalled the app again!!! Even worse this time)",1,8,20.39,2020-10-08 18:41:39,,
gp:AOqpTOElKUxKHgGXN8nBRY186Hp0N22jOPFjgHFW4-lSlRHFW46D2NEBB4Wyiobr8xRcHcwEPwjrBSgzNAMk8-0,Doreen Rutherford,https://lh3.googleusercontent.com/a-/AOh14GhlEly0bsk29kSp-xa-z0ed4aPbVfv9t1HscS9M,Great,5,0,,2020-10-08 18:23:48,,
gp:AOqpTOEN5OF8VbA4f-4yTAevLRDEUTG43_Z6N9RxGMlHpgkpyffxgOePPfO8x-px__Z83vKZ6EJXH4y0613XN50,c,https://lh3.googleusercontent.com/-Ki3LXTUNo7s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclKgjo2_suEYF_KO3QwM7T_seWMCQ/photo.jpg,"The new update sucks. Have spent 3 days trying to place an order. Takes forever to load. Do not like that your list is now continuos that can only be sorted a to z, z to a, alphabetical or by last item added. By department is much better. Trying to add or remove an item is almost impossible unless you have 5 to 10 minutes for each item. The action takes several minutes to catch up with the command. Please fix it or go back to previous version.",1,29,20.39,2020-10-08 18:09:14,,
gp:AOqpTOG2lJV7ly2T9NBImRF0wLWUGD8W0_gTlJjj3SEl7abyFBQkQJZ0QPSqn7GhGlvNDflEfiiNnxCyui9LQu0,Leean Taylor,https://play-lh.googleusercontent.com/-fGk2yMkegJ0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmhF0_35CnOtnCTQaTSmtBlkUecig/photo.jpg,Won't allow to download the up dates and won't let me into Walmart at all.,1,1,,2020-10-08 18:07:32,,
gp:AOqpTOHPUVyTsJaVij0h_X531rc1nwMJdiQh3jaycgOdLlqBYFpp3IE0hWhyMLzjHnchTh007IKw9TrqLaSnBwU,Marci Kennedy,https://lh3.googleusercontent.com/a-/AOh14GiwE40JBTFNKH1aKUBXlQZuC5zsSoQ28p0kda7FRg,Pharmacy section doesn't work correctly.,2,0,20.39,2020-10-08 17:58:29,,
gp:AOqpTOECjyuqsOu1GfGN2ss0PFYjJK1KgJuZVYbDmu5tR0xOuGwwDVIMfSClgi8XHWs_DjuNjwulGiC2xVauWBA,Margie Hollomon,https://lh3.googleusercontent.com/a-/AOh14Gi8SEGcBNtjtjH7fk0_0IWmddghfd7KlpVzFDzA_w,I loved this app until the latest update. Now it takes me hours to place an order because the app will not update quantities without a 30 second to 1 minute wait for the app to update. So frustrating...,3,1,20.39,2020-10-08 17:33:27,,
gp:AOqpTOGUL7bOtKKlYIW84erNs3DPMYlBOVCS2bRP-TvRenQiHMpq2sK71xI5BkmQJSTeV6iCz5C5goA1RteUH5s,judith thompson,https://play-lh.googleusercontent.com/-zSfeUWw8CYw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQG5GKqEr-IEILnO9OxWMwZhiXKQ/photo.jpg,"My experience is this. There is no way in -------------to get a decent answer to a problem, a question, etc. The only thing I got was excuses, a repeat of YOUR policies, etc. And it was NOT particularly helpful to speak with 1 of your reps Who takes calls from. Customers to a background of ROOSTERS crowing. REALLY WALMART???",1,1,20.22.1,2020-10-08 17:11:42,,
gp:AOqpTOGnuPDn_7SuPx0GNCw60wYSxwEmqZWmmp_ZtW1zpmvxgZTjrMYdoLb-Zqq6Io7T_F1mHWDnV-CNoDcrEWs,Dee Vaughn,https://play-lh.googleusercontent.com/-dvk8XguhPOQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclPQCk2KEH0Y0O1k73ZdwG2Nk3-XQ/photo.jpg,Won't scan for prices,1,0,20.39,2020-10-08 16:54:39,,
gp:AOqpTOE1l2uUkdemw5RNe-f2ccB5_ShULouyvpEbnMEuNLEnNvTsoTG-zFrjdV2oCWCvq-o3Vrx5lYZFUwrhPik,Rebecca Fortune,https://lh3.googleusercontent.com/a-/AOh14GjltqcbDAv1MoCC7OX5wsj5ibiaoaLQ4OBp2PUK,"This app is unbearably slow. Also, just because I buy something one time does not mean it needs to be added to my favorites. It's so annoying.",3,1,,2020-10-08 16:47:32,,
gp:AOqpTOGsIWIVTEcbvbxscwG9sdtoYsrpKDEL1-ZmReAeuqpXiMpaP3nJzKuxO3gkoIKUDRwmWNydWw9srq93668,Candra Kongsaysy,https://lh3.googleusercontent.com/a-/AOh14Ghn2ms-28lmH9DtVl3WPtLvHbFjqxvzV9GXF2fXYQ,"I was hopeful because it looked like they rolled back to the old format for about a day, but now they've brought the new format back. The old format was perfectly fine. I have FAVORITES for a reason. I don't want to see everything I've ever bought before, because I don't WANT everything I've bought before. And why would I want my groceries on a ""Wish List""? Who are y'all surveying to make these unnecessary changes?! And why do I now have to sign in every time exit the app???",1,22,20.39,2020-10-08 16:28:33,,
gp:AOqpTOGmp8jlYr1dLW3HBbWYbBodedwABXBH9P4uKgGJhBtP2RD2KqDLHc-QV48aljq7Kc715cF4kGvZHZrST9E,Wavy Sapphire,https://lh3.googleusercontent.com/a-/AOh14GgkqoUduKFf4tl0frwf32NjGWV2noZ7PprPmdXB,Don't give you an option on where you would like you things delivered and don't knock or anything.,1,1,20.39,2020-10-08 16:11:26,,
gp:AOqpTOFnImQRtp-lMY2mhl2HJJqoUsiERzXyo2-BdQGQowPSF4bp648XekZz--IpzSpGqAE0eTqfD9zaLqgLA88,Laurie Faulkner,https://play-lh.googleusercontent.com/-WzDq55PUUUI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclJAVYmP5PHog1wOz-xW0dQi8EGNw/photo.jpg,"FIX IT BACK! THERE IS NO EXCUSE FOR THIS. YOU HAVE NOT IMPROVED ANYTHING. CANNOT EVEN GET AN ORDER TOGETHER. LIFE IS STRESSFUL ENOUGH RIGHT NOW WITHOUT YOU MAKING IT A MISERABLE EXPERIENCE JUST TO TRY TO PUT AN ORDER TOGETHER. IT WAS FINE THE WAY IT WAS. PUT THE FAVORITES BACK THE WAY THEY WERE, NOW, ASAP, RIGHT NOW!!!!!!!!",1,2,20.39,2020-10-08 16:05:59,,
gp:AOqpTOEau3O2VP4ZF2Y3xGb3zSG_kyw_WiaIutdcUwqn1MRPVmr33B_xUPUq0jqr6LGe-w7mPHBE04I_L9asNhU,Boozer Phelps,https://play-lh.googleusercontent.com/--OmVvDhOHTw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckAGOGWfRGu6Zy9fVlvfiVjcV9AAA/photo.jpg,Greatness,5,0,19.43.1,2020-10-08 16:05:34,,
gp:AOqpTOEGK7hnFjQM_XsggmVlabJvq4pJ2u4yWWyHg6NmMYDdSkHrKYo6JkuCMLrorKBRb6XH5chUxvf223m7Sjw,Alicie Shell,https://play-lh.googleusercontent.com/-jKA4FJESYHc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckjTPqGgIsY6HIiMMP0wuwp2kzM1A/photo.jpg,Great,5,0,,2020-10-08 16:05:25,,
gp:AOqpTOFzKH4nGTZhJJd9cTlYtLk9-YgKNY-hWrdq5lV5-1h4ABe-6_gI5y71QGgYyirAikga8qsOW14PLGnqjbQ,Texas Bohemian,https://play-lh.googleusercontent.com/-gbScYx2M6QA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn81QNoDDu0eOrJoVEYhAtu8dCArw/photo.jpg,"Current version is no good for Android 8. App has slowed down to a grinding halt. Takes minutes to simply add 1 item to the cart, or to fav/unfav items. Uninstalled, reinstalled, same. No change to rating.",1,13,20.39,2020-10-08 16:04:57,,
gp:AOqpTOEU5jR9dJgPc8IsMU0Po5-xqA1HVhpklfYqj9svEFLXaivbARXlbvFJimcDm_tTk0jGeNs2p1evVctdFtw,Esther Meredith,https://play-lh.googleusercontent.com/-J6vASYY-UwQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmHBq1Vg69Fyolxl_1Hgkld4HgC2Q/photo.jpg,Doesn't work well. Freezes or goes down too often,2,1,20.39,2020-10-08 16:01:05,,
gp:AOqpTOEQ0p1dbukekUobkPAeQCYc1t4TGkEYqgYq4J494vP98tS4ljGoS3zP3G93FTkFq6kiRH-VD_WA0hbwCIU,Dan Shaw,https://lh3.googleusercontent.com/a-/AOh14GhMSXo-hyB5tIzzetN3mQSVU7v8_KxxnLWQdIQEOw,"Don't count on it, if you place an large order you will not get everything you order, things like a head of lettuce, out of stock, even a tomato, don't know why they can't substitute it for a different type of tomato, like they do other things. We had 15 things out of stock. Any other things substituted. Don't plan dinner.",2,1,20.39,2020-10-08 15:46:45,,
gp:AOqpTOFuvhS-dRGKQdcGYE8nrh7xUZULtEz3VWbFgriQIOn_NhBHba-OeBZcrq1XiuxOLTY_t9sDcg9HhuF2asc,Julianne Stowbridge,https://lh3.googleusercontent.com/a-/AOh14Gg57y26kzloJFeEY1DBufgq0BVFGBf0sTC6oY1VuQ,"Had to uninstall, and I tried to reinstall the app because the update caused the app not to function properly, but the install just stopped working in the middle of download to my phone. I will NOT put this back on my phone until they fix this!",1,1,20.39,2020-10-08 15:29:59,,
gp:AOqpTOGlrF7tmSNSry1Yj0AUPBdlV3xrdQfCKmvFahp29C0o1ncVDEU1HakokIfkHVhFi7hHeve-ZqWe1J9a26g,Mary Williams,https://lh3.googleusercontent.com/a-/AOh14GgRu6_vchoK9MKIyb69K3CWpCIMEcVfbRRH5t-W,Don't work,1,0,20.39,2020-10-08 15:16:31,,
gp:AOqpTOEohlWK4A6eTILoifdr9tUAhagknlKynd1JgifMfbdu8LodviZYCW5A2uuIk4ZJa_29QwAvOTLkjl8i2mI,Jason Leonhardt,https://lh3.googleusercontent.com/a-/AOh14GiUQDO-oc10_7bYJEtBkHzkuGX-zpOLYj_xwzGcGg,The update completley broke the app and lock my bank account,1,1,20.39,2020-10-08 15:06:14,,
gp:AOqpTOHT2TP_OWRdGkSzaymmK169aDlore45JGnWWiqHY_bXLdWgcInnf51oLg35IG8qkFeFK5aL5ER6sSQpZmM,Clarence Perry,https://play-lh.googleusercontent.com/-Kj0lLBqSz9w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnODgJTi_O3gQPSLyNg1SbDVLxYpw/photo.jpg,Can't even open the app it keeps say there is a problem and to try back later. That was yesterday. Same today. I hadn't used it since they made the change. So much for that.,1,1,20.39,2020-10-08 15:05:09,,
gp:AOqpTOHa_PGvnJ0Sl1CfiDHP2mP6usAPuuerSmF-HkydCYXzi40W3CvAD2hFg1hJI_0jmIpL9q4R1R0GfZdlUb4,Allen Denney,https://lh3.googleusercontent.com/-z66nGMF2P8Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm-ZvAW8852Vxm6hkbtqQRIdhoSXg/photo.jpg,Over all well opensource management clean organized note employees well sensitive notice great # african americans beatiful peoples great work and attitudes 5 star .,5,0,20.38,2020-10-08 15:04:09,,
gp:AOqpTOEWf-m4oCYhC4pRx1NRpNW_akA0aQoXdLQFPUWIWOp_ivG4jwgYYYt5bqvu21X-5a6oO0NmXVrtlrvKwBM,Jason Keefer,https://play-lh.googleusercontent.com/-lTJdllYdtdY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckE5w75uJtJOWlpbH8DAMgda2fyvA/photo.jpg,Slow,1,0,20.37.1,2020-10-08 14:41:31,,
